page_content,page,source,author,theme
"5 
 Should the Commission choose to continue framing its goals in terms of spectrum efficiency, 
Lockheed Martin believes it would be helpful to clarify how measuring spectrum use will contribute to 
this determination, i.e., does the Commission intend to measure the aggregate spectrum use (however 
defined) in a given band to determine whether the whole band is being employed in a sufficiently efficient 
manner, or does it instead intend to determine whether a specific incumbent is utilizing its authorized 
spectrum—whether licensed or unlicensed—in a sufficiently efficient manner. Lockheed Martin disagrees 
with the latter approach: defense platforms are generally designed to use only as much spectrum as 
necessary to ensure optimal performance and mission success. In this way, platform designs are already 
effectively efficient. Lockheed Martin also notes that, from a market perspective, there is no economic 
incentive for A&D systems to occupy more spectrum than necessary to complete the given mission, and 
further, that such requirements are set by the Federal customer, whose program and mission needs are 
already subject to Executive Branch and Congressional oversight. In addition, integral to the function of 
these systems is a design suited for the spectral environment in which it will be required to operate, itself 
a function of both the allocated service spectrum and adjacent band operations.  
C. Responses to specific questions posed in the NOI.  
 
1. Time. 
 
The Commission asks, “With respect to time usage, could hourly, daily, or seasonal variations 
affect conclusions about spectrum usage.”15 Lockheed Martin offers an example of how time plays a 
critical role in how operations are conducted, but could distort the absolute objective of measuring 
spectrum usage. Lockheed Martin’s Liverpool and Cazenovia, NY facilities, in partial economic areas 
(“PEA”) 41, 44, and 227 which conduct radar RDT&E and sustainment in the 3.45-3.525 GHz, currently 
operate under a special temporary authority (“STA”) which limits Lockheed Martin’s high-power 
RDT&E operations to between midnight and 8 AM16—the time of spectrum measurement will impact the 
 
15 NOI at ¶ 18. 
16 See Lockheed Martin Request for Part 90 Special Temporary Authority to Operate Two 
Radiolocation Service Sites in the 3.45 GHz Band , Order, ULS File No. 0009581172, DA 21-693 
(rel. June 16, 2021) (“STA Order”); see also ULS Call Sign WRMX417.",4,LMCO Non-Federal NOI Response vF.pdf,LOCKHEED MARTIN CORPORATION,Advancing Understanding of Non-Federal Spectrum Usage
"6 
 results derived. Likewise, as this requirement is a function of conditions outlined in Lockheed Martin’s 
current authority, that authority is expected to evolve over time; future spectrum utilization decisions for 
these PEAs—informed by spectrum use—should thus recognize that Lockheed Martin’s current restricted 
use is not necessarily reflective of its future use. Further, these operational requirements, which will 
materially impact any quantitative measure of spectrum use, require specific knowledge of FCC-imposed 
requirements—again highlighting how quantitative data alone cannot tell the full spectrum use story.  
2. A holistic understanding of the spectrum landscape. 
 Lockheed Martin is pleased to see that the Commission inquires whether spectrum usage can be 
combined to generate a holistic understanding of the spectrum landscape.17 Geography will play an 
important role in any holistic understanding. For example, the radars Lockheed Martin conducts RDT&E 
and sustainment for in the PEAs also operate in Cooperative Planning Areas (“CPA"") and Periodic Use 
Areas (“PUA”).18 Radars within the CPAs and PUAs are afforded greater operational flexibility than 
those in the cited PEAs, thus the Commission could not extrapolate from PEA data the spectrum use of 
the same radar systems elsewhere located ( e.g., in the CPAs and PUAs).  
 To develop a holistic understanding of the spectral environment, and while the Commission does 
not suggest in the NOI that it seeks to preclude certain non-Federal use from measurement, Lockheed 
Martin encourages the Commission to focus its efforts not only on bands that might be candidates for 
repurposing, but also on the existing spectrum allocations of any service seeking to expand its allocations, 
especially when that desired access is as licensed, exclusive use. The Commission should measure 
whether such non-federal spectrum allocations are maximized in use, including from a geographic 
perspective, as such measurements may inform future decisions on the size of spectrum blocks to be 
licensed. Lockheed Martin further emphasizes that no licensing method, such as exclusive license 
auctions, should be presumed to have resulted in maximized use as a matter of fact.  
 
17 NOI at ¶ 21.  
18 While full radar RDT&E and sustainment in PEAs 41, 44, and 227 occurs between 3.1-3.55 GHz, Lockheed 
Martin’s STA covers the 3.45-3.525 GHz section only. See STA Order.",5,LMCO Non-Federal NOI Response vF.pdf,LOCKHEED MARTIN CORPORATION,Advancing Understanding of Non-Federal Spectrum Usage
"7 
 3. Standardization. 
 Lockheed Martin questions whether standardization of data sources, measurement methodologies, 
and equipment19 would best allow the Commission to develop a holistic understanding of spectrum use. 
In particular, Lockheed Martin remains concerned that any attempt by the Commission to standardize 
data broadly across all services may fail to account for important differences across those services and 
could potentially introduce unintended bias into the Commissions’ measurements. Unless wholly new 
standardized data sources, measurement methodologies, and equipment are developed, the standardization 
baseline would be grounded in existing data, methodologies, and equipment developed for a specific 
service—allowing for the favorable measurement of that service relative to others. In short, Lockheed 
Martin believes the Commission should study spectrum use based on the licensing and usage 
characteristics of all users in a given band, as opposed to adopting a broad, standardized approach.  
4. Artificial intelligence and machine learning. 
Lockheed Martin agrees that artificial intelligence (“AI”) and machine learning (“ML”) offer 
promise in evaluating big datasets20 and providing the USG with insights into spectrum use over time, 
spectral band, and geography. One likely significant challenge to the leveraging of AI/ML, however, is 
the sensing of spectrum consistently; while AI/ML techniques work well when there exists an abundance 
of data from a suite of homogeneous sensors, they can struggle to handle different datasets from highly 
diverse sensors, e.g., handheld devices and satellite sensors, which have dramatically different fields of 
view. AI/ML techniques may also be undermined by biased data, such as sensors and datasets which 
focus on population centers, but contain minimal data for low population density areas or maritime 
environments. Lockheed Martin thus recommends that a combination of terrestrial and space-borne 
sensors be utilized, as this will allow for a better understanding of spectrum usage at scale, globally.  
To maintain cost effectiveness, the Commission should consider issuing a request for proposal or 
request for information related to the commercial provision of such sensor data. Proliferated low earth 
 
19 NOI at ¶ 31. 
20 Id. at ¶ 1.",6,LMCO Non-Federal NOI Response vF.pdf,LOCKHEED MARTIN CORPORATION,Advancing Understanding of Non-Federal Spectrum Usage
"8 
 orbit (“LEO”) satellite communications (“SATCOM”) operators are likely best suited for such a 
capability, as they offer consistency in terms of orbit, and would require a simpler sensor due to size of 
the constellations and their geometric diversity. Similar opportunities may be present within the 
Department of Defense and in partnership with organizations such as the U.S. Space Force’s Space 
Development Agency, though these datasets may require exclusive USG use.  
D. Space-Based Operations. 
As the Commission well knows, RF technology and global competition for spectrum are 
accelerating. Some of today’s most widely used consumer technologies leverage unlicensed spectrum 
(e.g., Wi-Fi, Bluetooth, etc.) by incorporating practical, low-cost means of operating in heavy interference 
environments, and similarly controlling their own emissions to avoid interference. Spectrum sharing and 
co-existence among users has naturally evolved in such a competitive spectral environment, and, as a 
result, these bands are highly utilized in terms of time, spectrum, and geographic utilization. Lockheed 
Martin believes similar reserved and smartly regulated spectrum bands can foster future innovation in the 
space environment—and thus emphasizes that spectrum decisions resultant from spectrum use 
measurement should not result exclusively in the reallocation of spectrum for auction. While certain 
systems will likely continue to utilize exclusive-use spectrum for their services, it is equally important to 
reserve spectrum—including shared—for the fostering of additional space-based services and the 
commercialization of space. Such bands may appear to be used less intensively than others, though they 
are nonetheless important to maintaining the U.S.’ role as a global leader in space.  
Additionally, the expansion of LEO SATCOM systems has highlighted the challenges in 
managing spectrum across multiple orbital regimes—LEO, medium-earth orbit, and geostationary orbit 
(“GEO”)—across both geography and spectrum. From a satellite operator perspective, a LEO and GEO 
system will contend with daily unintended interference from other operators in other orbits. While such 
interference can be regulated ( e.g., requiring that LEO operators not interfere with GEO systems, etc.), 
these interference events are incredibly challenging for operators that experience interference as well as 
for regulators to consistently detect and enforce. Such, and all other interference, scenarios raise",7,LMCO Non-Federal NOI Response vF.pdf,LOCKHEED MARTIN CORPORATION,Advancing Understanding of Non-Federal Spectrum Usage
"9 
 important questions of how and, indeed, whether the Commission intends to ensure that interference into 
a given band is not measured as a given band’s use. 
III. CONCLUSION  
Lockheed Martin commends the Commission for seeking to advance its understanding of non-
Federal spectrum use and recognizing the importance of spectral co-existence. Lockheed Martin thus 
asserts that (i) there is no one-size-fits-all definition of spectrum use, (ii) ensuring a maximally shared 
spectrum environment is more appropriate than determining “efficient” use; and (iii) spectrum use must 
incorporate qualitative information, as opposed to relying on quantitative measures alone, which are 
unable to capture certain critical information about spectrum use. Lockheed Martin looks forward to 
working with the Commission on this important effort.  
Respectfully submitted, 
 
LOCKHEED MARTIN CORPORATION  
 
/s/ Ryan Neels Terry    
Ryan N. Terry 
Andrew D. Farquharson 
Lockheed Martin Corporation 
2121 Crystal Drive, Suite 100 
Arlington, VA 22202 
(703) 413-5747 
       
October 3, 2023",8,LMCO Non-Federal NOI Response vF.pdf,LOCKHEED MARTIN CORPORATION,Advancing Understanding of Non-Federal Spectrum Usage
"1 
 Before the  
FEDERAL COMMUNICATIONS COMMISSION  
Washington, D.C. 20554  
 
 
In the Matter of  
 
Advancing Understanding of Non -Federal 
Spectrum Usage  ) 
) 
) 
) 
) 
) 
) 
)  
 
 
WT Docket No. 23 -232 
 
 
COMMENTS OF SPACE EXPLORATION TECHNOLOGIES CORP.  
SpaceX strongly supports the Commission’s goal in this Notice of Inquiry  to understand 
“how to better obtain more sophisticated knowledge of non -Federal spectrum usage  . . . to facilitate 
more efficient spectrum use, including new spectrum sharing techniques and approaches to enable 
co-existence among users and services .”1  With higher -fidelity information about how licensees 
use spectrum today , the Commission can better tailor its policies to promote the  productive use of 
spectrum  and enable  greater competition and higher -quality service  for consumers.  
To maximize the public interest benefits of this proceeding and set a strong foundation for 
global leadership  in 6G —which will include both terrestrial and satellite technologies —the 
Commission should study both terrestrial and satellite spectrum usage .  Assessing satellite 
spectrum usage is particularly important in lower -frequency bands , where satellite s will 
interweave with and compl ement terrestrial networks through both standalone  mobile -satellite 
service ( “MSS ”) and supplemental coverage capabilities .2   
                                                 
1  Advancing Understanding of Non -Federal Spectrum Usage , WT Docket No. 23 -232, ¶ 3 (rel. Aug. 4, 2023)  
(“NOI”). 
2  See, e.g. , Single Network Future: Supplemental Coverage from Space , FCC 23 -22 (rel. Mar. 17, 2023) .",0,SpaceX Spectrum NOI Comments (AS-FILED).pdf,SPACE EXPLORATION TECHNOLOGIES CORP,Advancing Understanding of Non-Federal Spectrum Usage
"2 
 Further, while  machine learning and artificial intellig ence could  play a role in spectrum 
management  at some point in the future , automation  of the Commission ’s regulator y functions  
should be the last step in improving spectrum management  policies , not the first.  Instead , the 
Commission should begin by leveraging simple,  low-tech processes that can p assively monitor 
spectrum usage without the need for complex, real -time systems .  For example , the Commission 
could  adopt  light-licensing  databases  in mi llimeter -wave frequency bands  that accommodate co-
primary  terrestrial and satellite  services .  These “unified ” light-licensing databases not only would 
provide a cost -effective, accurate, scalable, and actionable  means  of assessing spectrum usage  on 
a near -real-time basis , they also  would  simplif y licensing , speed  coordination , and promote rapid  
deployment  of innovative service s. 
Assess  satellite spectrum usage  alongside  terrestrial spectrum usage .  To best advance 
the goals of this proceeding  and fundamental Commission spectrum policies , the Commission  
should ensure that any assessment  of spectrum usage  includes  both terrestrial and  satellite services .  
Including both terrestrial and satellite spectrum usage would advance spectrum policy in several 
ways.  For example, 6G wireless networks will interweave both terrestrial and satellite networks 
in a si ngle, ubiquitous consumer experience , which will rely in  large  part on high -value low-
frequency mobile and MSS spectrum.  And yet, serious questions remain about whether and to 
what extent  current MSS licensees have made productive use of th eir long -standing spectrum 
holdings .3  By investigating spectrum usage in these MSS bands and taking appropriate 
interventions to facilitate new entry and efficient sharing, the Commission can ensure that these 
essential bands meaningfully advance 6G conne ctivity  and benefit American consumers . 
                                                 
3  See Reply Comments of Space Exploration Holdings, LLC, GN Docket No. 23 -65, IB Docket No. 22 -271, at 13  
(June 12, 2023)  (explaining how several MSS operators have either failed to deploy meaningful  MSS service  or 
only require  a small sl iver of their available capacity ).",1,SpaceX Spectrum NOI Comments (AS-FILED).pdf,SPACE EXPLORATION TECHNOLOGIES CORP,Advancing Understanding of Non-Federal Spectrum Usage
"3 
 Including satellites in the Commission’s spectrum usage assessment s will also help 
improve  coordination and coexistence between co -primary t errestrial  and satellite operators  in 
higher -frequency  millimeter -wave bands .  Terrestrial and satellite operators share a number of 
millimeter wave frequency bands, such as the Ka -, Q/V -, and E -bands, as well as even higher 
frequency bands identified in the Commission’s Spectrum Frontiers proceeding.   Operations in 
these  millime ter-wave  bands fea ture high ly directional and “pencil beam ” links  that enable rapid 
self-coordination and efficient coexistence  between services .  Unfortunately, because terrestrial  
and satellite services  have separate licensing regimes and licensing databases,  assessing relative 
spect rum usage can be an unnecessarily difficult and time -consuming process.  Th ese challenges  
in turn can lead to overly cumb ersome  sharing  rules , delays in coordination,  and less efficient use 
of spectrum.   Fortunately, as explained in more detail below, the C ommission can readily expand 
existing, successful frameworks  to provide greater insights into spectrum usage across service 
types in millimeter -wave bands  while advancing fundamental spectrum policies .  
Improve and expand light -licensing “ link registration ” databases  to as sess terrestrial 
and satellite  spectrum usage in shared millimeter -wave frequency  bands .  The Commission can 
dramatically impro ve its ability to measure spectrum usage by establishing “unified” light -
licensing databases  that build upon existing solutions  and accommodate co-primary terrestrial an d 
satellite services  across a variety of share d millimet er-wave frequency  bands .4   
Twenty years a go, the Commission adopted its pioneering light -licensing framework for 
fixed service links in the 70/80/90 GHz band.5  This framework combine s a nationwide, non -
                                                 
4  See NOI ¶¶ 25 (seeking comment on existing data sources) , 39 (seeking  comment on how to monitor bands with 
highly directional signal s differently from mobile bands).  
5  See Allocations and Service Rules for 71 –76 GHz, 81 –86 GHz and 92 –95 GHz Bands, 18 FCC Rcd 23318, ¶¶ 
44-45 (2003) .",2,SpaceX Spectrum NOI Comments (AS-FILED).pdf,SPACE EXPLORATION TECHNOLOGIES CORP,Advancing Understanding of Non-Federal Spectrum Usage
"4 
 exclusive license with a requirement to register individual fixed service links in a shared th ird-
party database.  The database —which is publicly accessible —contains technical information about 
individual  fixed  links that not only provides a picture of how operators are using the band , but also 
facilitates rapid self -coordination without the need f or individual site -by-site licensing in most 
circumstances .6  While the current 70/80/90 GHz database only supports f ixed service links, 
Comsearch, the primary 70/80/90 GHz third -party database manager, has explained that it can 
expand  the light-licensing database  into a “unified ” model to accommodate  other co -primary 
services —including satellite gateway earth stations, maritime links, and ground stations for 
stratospheric and aeronautical platforms —with only “minor,” “straightforward” changes to the 
existing database .7  And the  record in the ongoing 70/80/90 GHz modernization proceeding 
demonstrates strong support for this unified  approach.8   
Adopting a  unified light -licensing database model  across a n array of millimeter -wave 
spectrum  bands  would meaningfully advance the  Commission’s goal  in the NOI to “obtain more 
sophisti cated knowledge of non -Federal spectrum usage” in a cost -effective, scalable, accurate , 
and actionable manner.9   
A unified  light-licensing database  is a cost-effective  way to collect spectrum usage data  
across terrestrial and satellite uses because —as explained above —it would require little additional 
                                                 
6  In this way, light-licensing d atabases strike a  cost-effective  balance between simpl e, legacy  “snapshot-in-time” 
Commission databases and dynamic spe ctrum access systems .  See NOI ¶¶ 5-6. 
7  See Comments of Comsearch , WT Docket No. 20 -133, at 1 (Dec. 2, 2021 ) (“Comsearch Comments ”); 
Comsearch, Aeronet Aviation and Maritime Communications Systems; Compatibility with Incumbent E -band 
Fixed Services and Link Registration System, at 4, 42 (May 2, 2019), attached to  Letter from Samuel L. Feder, 
Counsel to Aeronet Global Communications Inc. to Marlene H. Dortch, Secretary, FCC, RM -11824 and RM -
11825 (filed May 10, 2019) ; Comsearch, Loon E -Band Backhaul; Analysis of Compatibility with Incumbent 
Fixed Services, Use of the Link Registration System, and Review Versus Passive Services, attached to Letter 
from Julie M. Kearney, Loon, to Marlene H. Dortch, FCC, WT Docket No. 20-133, at 38 (Jan. 12, 2021) . 
8  See Reply Comments of Space Exploration Technologies Corp., WT Docket No. 20 -133 et al., 2 & n.3 -5 (Jan. 
3, 2022) (d iscussing broad  support for a  unified li ght-licensing framework)  (citations omitted ). 
9  See NOI ¶ 3.",3,SpaceX Spectrum NOI Comments (AS-FILED).pdf,SPACE EXPLORATION TECHNOLOGIES CORP,Advancing Understanding of Non-Federal Spectrum Usage
"5 
 work to expand  the existing  system to accommodate additional co-primary services .10  Moreover, 
a light-licensing database framework  can more efficiently collect information than active  spectrum  
monitoring because it relie s on information that licensees provide in to the database , rather than 
time-intensive field tests or complex simulations and mo dels.  Moreover, because private third -
parties man age the databases , they can update them  more quickly  and cost -effectively  than the 
Commission  can update its internal licensing databases  for these purposes .  And unlike complex, 
dynamic spectrum access  systems  that require significant cost, engineering , and real-time data, 
light-licensing databases  require little more than  a simple online form, database , and  interference 
analysis algorithm to assess spectrum usage  and facilitate self -coordination .11 
The light-licensing database model can also readily  scale to accommodate a variety of 
shared millimeter -wave bands  beyond the 70/80/90 GHz band  without the need to build new, 
bespoke tools for each band .12  For example , industry stakeholders  including Comsearch  have 
strongly advocated  for the Commission to adopt a light-licensing database m odel for the  Q/V 
band .13  The Commission could also adopt a  similar light-licensing and link registration model for 
frequency bands above 90 GHz , which have similar propagation characteristics to the 70/80/90 
GHz band.  A light-licensing database  model could  also enable higher -fidelity  spectrum usage 
information in upper -microwave flexible use bands that terrestrial and satellite operators share , 
                                                 
10  See NOI ¶ 29 (seeking comment on the “cost and burden of collecting spectrum usage data”).  
11  See Comsearch Comments at 2 . 
12  See NOI ¶ 3. 
13  See Reply Comments of  Open Technology Institute  at New American and  Public Knowledge , WT Docket No. 
23-158 et al.  (citing support for  a light-licensing database  approach in the lower 37 G Hz and 42 GHz  bands 
from NCTA, WISPA, D SA, Charter, Federated Wireless, and Comsearch)  (citation  omitted) ; Comments of 
Comsearch, a Comms cope Company, WT Docket No. 23 -158 (Aug. 30, 2 023) (noting that a light-licensing 
process simplifies  regulatory c ompliance, eliminates  manual federal coordination in most cases, lower s costs , 
speeds registration, and facilitates coordination) .",4,SpaceX Spectrum NOI Comments (AS-FILED).pdf,SPACE EXPLORATION TECHNOLOGIES CORP,Advancing Understanding of Non-Federal Spectrum Usage
"6 
 enabling more efficient coordination and sharing .14  Interna tionally , the Italian regulator Agcom 
adopted a database model in the 28 GHz band to better understand terrestrial deploym ent and to 
facilitate efficient coordination with satellite gateway s.15 
The unified light -licensing database approach also would provide accurate and near -real-
time information  about network deployments, particularly when paired with policies to promote 
“database hygiene.”16  Further, adopt ing a common unified light -licensing database model  across 
multiple  millimet er-wave  frequency bands  and service types would help standardize data sources  
and measurem ent methodologies  to facilitate robust analysis within and across bands .17  And this 
model  would s erve as a marked improvement over existing, disparate Commission application and 
licensing forms . 
Expanding the existing  light-licensing database model to accommodate multiple  co-
primary services and additional millimeter -wave frequency bands is also actionable.  For example, 
the Commission could  act on several outstanding proceedings where the record supports adopting 
a new or expanded light -licensing database model.18  Similarly, the Commission could work with 
existing third -party spectrum coordinators —who also manage spectrum databases —to begin 
populating  database s for  other shared millimeter -wave bands  using existing  static  Commission  
databases , such as the Unified Licensing System and In ternation al Communications Filing Sy stem .           
                                                 
14  See Comments of Space Exploration Holdings, LLC, IB Docket Nos. 22 -411, 22 -271, at 11 -13 (Mar. 3, 2023).  
15  See Autorità per le Garanzie nelle Comuni cazioni (Agcom) , Res. No. 426/21/CONS  (Dec. 22, 2021) (requiring 
terrestrial wireless operators in the 28 GHz band to document links in a link database to better understand 
spectrum usage in the band and facilitate coordination between wireless and satelli te operators).  
16  See Modernizing and Expanding Access to the 70/80/90 GHz Bands , Notice of Proposed Rulemaking and 
Order, WT Docket No. 20 -133 et al., ¶¶ 18 -21 (June 10, 2020)  (“70/80/90 GHz NPRM ”). 
17  See NOI ¶ 31 (seeking comment ways to standardize data sources for spectrum usage ). 
18   See generally  70/80/90 GHz NPRM ; Shared Use of the 42-42.5 GHz Band , Notice of Proposed Rul emaking,  
WT Docket No. 23 -158, et al.  (rel. June 9, 2023).",5,SpaceX Spectrum NOI Comments (AS-FILED).pdf,SPACE EXPLORATION TECHNOLOGIES CORP,Advancing Understanding of Non-Federal Spectrum Usage
"7 
 Importantly, the light -licensing model has limits , and no “one -size-fits-all” model for 
spectrum usage assessment exists for all non -Federal bands .19  For example, lower frequency bands 
with less -directional propagation characteristics —such as mobile and mobile -satellite service 
bands —are not well -suited for the light-licensing database  model.  Similarly, frequency bands 
where operators receive blanket licenses and deploy millions of ubiquitous , portable,  or moving 
terminals —such as the Ku -band —present both practical  challenges and proprietary concerns that 
would make a publ ic light-licensing database  model unworkable.   Nevertheless, adopting a unified  
light-licens ing model in millimeter -wave bands would allow the Commission to meaningfully 
advance the goals of this proceeding  across wide swaths of spectrum  that have become 
increasingly import ant for both terrestrial and satellite network s to deliver robust services to 
American consumers.  
CONCLUSION  
By collecting more accurate information about how licensees —including satellite 
licensees —use limited and shared spectrum resources, the Commission can design spectrum 
policies that more effectively  promote  the public interest and set the stage for 6G leadership .  But 
before considering complex and novel  tools to assess spectrum usage, the Commission should first 
leverage and expand existing tools that have proven cost -effective, accurate, scalable, and 
actionable.  “Light licensing” link registration databases provide one such popular example, which 
could be expanded across a wide range of millimeter wave spectrum bands and use cases, including 
both terrestrial and non -terrestrial ground equipment.  
 
                                                 
19  See NOI ¶ 22.",6,SpaceX Spectrum NOI Comments (AS-FILED).pdf,SPACE EXPLORATION TECHNOLOGIES CORP,Advancing Understanding of Non-Federal Spectrum Usage
"8 
  
 
 
 
 
 
 Respectfully submitted,  
 
SPACE EXPLORATION HOLDINGS , LLC  
 
By:  _ /s/ Jameson Dempsey ________  
Jameson Dempsey  
Principal,  Satellite Policy  
 
SPACE EXPLORATION TECHNOLOGIES CORP. 
1 Rocket Road  
Hawthorne, CA  90250  
Email: Jameson.Dempsey@spacex.com   
Phone: +1 (310) 682 -9836  
 
 
October 3, 2023",7,SpaceX Spectrum NOI Comments (AS-FILED).pdf,SPACE EXPLORATION TECHNOLOGIES CORP,Advancing Understanding of Non-Federal Spectrum Usage
"Before the FEDERAL COMMUNICATIONS COMMISSION Washington DC, 20554   In the Matter of )   )  Advancing Understanding of Non-Federal ) WT Docket No. 23-232 Spectrum Usage )   )   Comments of Professor Monisha Ghosh, University of Notre Dame  I submit these comments in response to the Commission’s Notice of Inquiry (NOI) on Advancing Understanding of Non-Federal Spectrum Usage, a timely and much needed reevaluation of how spectrum usage can be measured using recent advancements in tools and methodologies. I am a professor in the Department of Electrical Engineering and a member of the Wireless Institute at the University of Notre Dame1. I am also the Policy Outreach Director for SpectrumX, the nation’s first Spectrum Innovation Center funded by the National Science Foundation (NSF)2. The views expressed here are mine and do not necessarily represent those of my affiliated institutions.  (1) Introduction While non-federal spectrum is allocated by the Commission for various services, actual utilization and occupancy is not currently tracked in a scalable fashion over space and time. As the demands on commercial uses of spectrum increase, from satellite, terrestrial mobile, Wi-Fi, public safety and other services, it is important to understand how well current non-federal allocations are being utilized in different geographies. One cannot control or manage what is not measured: hence, long term spectrum planning requires measurements and data on actual spectrum usage beyond mere spectrum allocations. However, careful thought needs to be put into how to define spectrum occupancy, what should be measured and how, managing the volume of data that will result from measurement campaigns and how such measurements can be used in crafting effective spectrum policy. I will present my comments on these topics, based on recent research conducted by my group. The above statements also apply to federal bands, but my comments will be restricted to spectrum measurements in non-federal bands.  1 https://wireless.nd.edu/ 2 https://www.spectrumx.org/",0,Monisha Ghosh_comments_WTB 23-232.pdf,Professor Monisha Ghosh,Advancing Understanding of Non-Federal Spectrum Usage
"(2) Defining Spectrum Occupancy The NOI uses the terms “usage”, “utilization” and “occupancy” interchangeably. However, depending on the type of service, these terms could have different interpretations. For example, broadcast television channels, by the very nature of their services, always “occupy” the band they are allocated to since the transmissions are always on, but “utilization” or “usage” (we use these two terms interchangeably) should be a function of how many receivers actually tune in to the channel. Similarly, cellular base-stations (BSs) always transmit synchronization signals on their licensed channels, hence “occupy” the channel, but “usage” and “utilization” should be measured by how many users are actually connected on that frequency. On the other hand, public safety applications might occupy and utilize their allocations very differently from other services. Differentiating between occupancy and utilization requires advanced measurement techniques beyond RF sensing that can extract system-specific information for a deeper understanding: e.g., how many resource blocks (RBs) are allocated on a particular channel in a cellular network, or how many users are connected to a Wi-Fi access point (AP). Fortunately, such parameters can be extracted from many commercial wireless systems today using easily available tools, making both occupancy and utilization measurements possible without the need for expensive network monitoring equipment. It is important to quantify both occupancy and utilization separately: occupancy measurements can be used to verify whether systems are being deployed in frequencies that have been allocated to them and utilization measurements will indicate how well the allocated frequencies are being used.   (3) How should spectrum be measured?  Non-federal bands that deploy systems with open physical (PHY) and medium access control (MAC) protocols, such as cellular systems and public safety services based on 3GPP specifications and Wi-Fi based on the IEEE 802.11 family of standards can use methods beyond just RF sensing to determine utilization. For example, Wi-Fi beacons transmitted by a particular AP may include detailed information about that AP, such as frequency of operation, channel bandwidth, transmit power, SSID (service set identifier), BSSID (basic service set identifier), maximum transmit/receive rates, channel utilization (percentage of time the channel is sensed to be busy) and number of stations connected to the BSSID. A user device that receives this beacon will also calculate the RSSI (Receive Signal Strength Indicator), along with GPS and timestamps. These metrics can be easily retrieved from Android smartphones, as has been demonstrated by SigCap3. SigCap was recently  3 SigCap: https://people.cs.uchicago.edu/~muhiqbalcr/sigcap/",1,Monisha Ghosh_comments_WTB 23-232.pdf,Professor Monisha Ghosh,Advancing Understanding of Non-Federal Spectrum Usage
"used in a detailed study of 6 GHz performance4 that quantified the distribution and nature of RSSI received outdoors from a dense deployment of low-power-indoor (LPI) Wi-Fi 6E APs deployed in 6 GHz. Such an analysis provides deeper insights into utilization and occupancy than can be obtained just by RF sensing: the tools to perform these in-depth measurements and analyses are easily available today.  Similarly, our research on cellular systems using SigCap along with other smartphone-based tools such as QualiPoc5 have provided deep insights into, for example, CBRS and C-band deployments and potential for interference6. QualiPoc provides detailed information on channel aggregation, beamforming modes, RB allocation, RSRP (Reference Signal Received Power), RSRQ (Reference Signal Received Quality), BLER (Block Error rate) etc. which allows an in-depth analysis of utilization that is not possible with RF sensing. Other sensing devices, for example thinkRF7 and PRiSM8 can also be used to extract detailed information: our current research into spectrum utilization is using these tools as well. Some speedtest apps, such as the FCC Speedtest App, also extract limited information about the network beyond RF sensing.  An added benefit of system specific measurements is the ability to perform propagation and clutter analysis in real-world environments. Since smartphone-based tools provide Physical Cell ID (PCI) information of cellular base-stations along with RSSI measured at the user device, with sufficient data, one can build realistic models even in mmWave channels9 without requiring expensive channel sounding equipment.  Clearly, such tools cannot be applied to sense spectrum bands where proprietary systems are deployed. This is the case for many proprietary satellite systems, for example. Further, such tools (e.g., QualiPoc and PRiSM) may be more expensive than RF sensing and hence cannot be widely  4 S. Dogan-Tusha, M. I. Rochman, A. Tusha, H. Nasiri, J. Helzerman and M. Ghosh, “Evaluating the interference potential in 6 GHz: an extensive measurement campaign of a dense indoor Wi-Fi 6E network,” accepted to ACM WiNTECH 2023, October 6, 2023, https://arxiv.org/pdf/2307.00235.pdf  5 QualiPoc, QualiPoc Android  6 M. I. Rochman, V. Sathya, M. Ghosh, B. Payne and M. Yavuz, “A Measurement Study of the Impact of Adjacent Channel Interference between C-band and CBRS,” PIMRC 2023, https://arxiv.org/pdf/2304.07690.pdf  7 thinkRF, https://thinkrf.com/  8 PRiSM, https://epiqsolutions.com/rf-sensing/prism/  9 A. Narayanan, M. I. Rochman, A. Hassan, B. S. Firmansyah, V. Sathya, M. Ghosh, F. Qian and Z.-L. Zhang, “A comparative measurement study of commercial 5G mmWave deployments,” Infocom 2022.",2,Monisha Ghosh_comments_WTB 23-232.pdf,Professor Monisha Ghosh,Advancing Understanding of Non-Federal Spectrum Usage
