page_content,page,source,author,theme
"6 
 IV. THE COMMISSION NEEDS TO LOOK BEYOND THE RESTORATION OF 
AUCTION AUTHORITY  
As discussed above, the Public Notice focuses  on alternative measures that could be 
employed to provide the public with access to fallow Inventory Spectrum “ unless and until  
Congress decides to restore the Commission’s auction authority.”9  In order to meet the Nation’s 
spectrum needs and ensure that this scarce resource is put to use in the public interest, however, 
the Commission needs to look beyond the restoration of its auction authority.  
The auction process is not , and should not be , the only way to make spectrum available on 
an exclusive -use basis , and the Commission must consider and be open to alternative approaches 
which may vary from case to case.  One example of such an alternative approach is the 
Commission’s recent realign ment of  the 5/5 megahertz block of spectrum  at 896- 901/935- 940 
MHz  (“900 MHz band”), which is successfully enabling access to licensed, exclusive -use 
broadband spectrum without the need for an auction.10     
The auction process also is not necessarily the most effective method for determining the 
best use of the Nation’s spectrum resources.  Often, t he success of the auction process is defined 
in terms of the amount of revenue raised for the U.S. Treasury.  However, auctions do not account for societal  value in considering whether spectrum is being put to its best and highest use in the 
public interest.   In a report prepared for Congress, the Congressional Research Service (CRS) 
described the importance of non- commercial use of spectrum in serving society :   
Wireless networks are an important component of smart grid 
communications, for example. Spectrum resources are also needed for 
railroad safety, for water conservation, for the safe maintenance of 
critical infrastructure industries, and for many other appli cations that 
 
9 / Public Notice at ¶ 2 (emphasis added).  
10 / See Review of the Commission’s Rules Governing the 896- 901/935- 940 MHz Band , WT 
Docket No. 17- 200, Report and Order, Order of Proposed Modification, and Order, 35 FCC Rcd 
5183 (2020).",5,Utility Comments on Inventory Spectrum Public Notice (WT 24-72).pdf,EDISON ELECTRIC INSTITUTE,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"7 
 may not have an immediate commercial value but can provide long-
lasting value to society as a whole.11 
The CRS report further describes how auction- centric spectrum policies have hindered 
access to spectrum to serve important public and societal needs.  According to CRS:  
Some companies that might be well suited to meet social goals, such as 
access in rural areas, might have been precluded from bidding [at 
spectrum auctions] at all because of constraints not considered relevant 
to market -driven allocations. For example, public utilities, municipal 
co-operatives, commuter railroads, and other public or quasi -public 
entities face a variety of legal, regulatory, and structural constraints that 
limit or prohibit their ability to participate in an auction or buy spectrum 
licenses . Many of these constraints exist at the state level but federal 
spectrum policy plays a role in perpetuating the status quo.12  
The Public Notice defines Inventory Spectrum as “currently unassigned spectrum in bands 
previously licensed for wireless services through auctions.”13  In other words, this is spectrum that 
could not be successfully assigned or used even while the Commission had full auction authority.  
The amount of unassigned spectrum in the Commission’s inventory – together with the fact that 
this spectrum has continued to lay fallow for years , even decades , because there generally has been 
no way for the public to access this spectrum outside the auction process  – demonstrates that 
auctions are not necessarily the most effective way to make s pectrum  resources available for use 
in the public interest.    
The Commission must therefore look beyond the interim approaches identified in the 
Public Notice and consider long- term alternatives instead of or in addition to the auction process 
 
11 / Linda K. Moore, Spectrum Policy in the Age of Broadband: Issues for Congress , CRS 
Report for Congress R40674 at 11 (2013) (available at 
https://crsreports.congress.gov/product/pdf/R/R40674 ). 
12 / Id., Appendix A at 14 (emphasis added).  
13 / Public Notice at ¶ 2.",6,Utility Comments on Inventory Spectrum Public Notice (WT 24-72).pdf,EDISON ELECTRIC INSTITUTE,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"8 
 to enable access to spectrum and ensure that all  of “the Nation’s scarce spectrum resources are put 
to their best and highest use.”14   
 
Respectfully submitted,  
 
EDISON ELECTRIC INSTITUTE  
 
/s/ Aryeh B. Fishman  
Aryeh B. Fishman 
Associate General Counsel, Regulatory  
 Legal Affairs  
Edison Electric Institute  
701 Pennsylvania Avenue, NW  
Washington, D.C.  20004  
 UTILITIES TECHNOLOGY COUNCIL  
 
/s/ Brett Kilbourne  
Brett Kilbourne  
Senior Vice President Policy and General 
Counsel 
Utilities Technology Council  
2550 South Clark Street, Suite 960  
Arlington, VA  22202  
UTILIT Y BROADBAND ALLIANCE  
 FIRST ENERGY  CORP . 
 
/s/ Bobbi Harris  
Bobbi Harris  
Executive Director  
Utility Broadband Alliance   
P.O. Box 71396  
Durham, NC  27722-1396   /s/ Kimberly Genega  
Kimberly Genega  
Acting Director , Network Engineering and 
Operations FirstEnergy Corp.  
341 White Pond Drive  
Akron, OH  44320  
 
SOUTHERN CALIFORNIA EDISON  
 
/s/ Carlos Carazo  
Carlos Carazo  
Managing Director Digital Grid Services  
Southern California Edison  
2131 Walnut Grove Road  
Rosemead, CA  91770  SOUTHERN COMPANY SERVICES, INC.  
 
/s/ Larry Butts  
Larry Butts  
Director, Telecom Services   
Southern Company Services, Inc.  
600 North 18th Street  
Birmingham, AL  35203  
  
 Dated:  April 8 , 2024  
 
14 / See id. at ¶ 6.",7,Utility Comments on Inventory Spectrum Public Notice (WT 24-72).pdf,EDISON ELECTRIC INSTITUTE,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"1 
 Before the  
FEDERAL COMMUNICATIO NS COMMISSION  
Washington, D.C.  20554 
 
In the Matter of  
 
Wireless Telecommunications Bureau Seeks 
Comment on Options for Facilitating Access to 
Unassigned Auction Inventory Spectrum  
 ) 
) 
) 
) 
) 
)  
 
WT Docket No. 24 -72 
 
 
 
COMMENTS OF ECHOSTAR  CORPORATION  
I. Introduction and Summary  
EchoStar Corporation (“EchoStar”) submits these comments in response to the Public 
Notice  seeking comment on options for facilitating  access to its inventory of currently  
unassigned spectrum in bands previously licensed for wireless services through auctions 
(“Inventory Spectrum ”).1  Given the uncertainty around  the restoration of auction authority, 
EchoStar agrees that the Commission  should consider alternative approaches  to promote 
competition in the wireless industry and benefit consumers.    
EchoStar supports the Commission’s efforts to put its idle Inventory Spectrum to work in 
ways that would benefit the public and improve competition.  With  those goals in mind, 
EchoStar  proposes that  (1) the  Inventory Spectrum be made available to non -dominant carriers , 
for free , as a first priority ; and that (2) the Commission seize the opportunity to unleash the 12.2 -
12.7 GHz spectrum for two -way fixed 5G broadband, a spectrum solution that does not, and has 
never, needed auction authority from Congress .  
                                                   
1 Public Notice, Wireless Telecommunications  Bureau Seeks Comment on Ways to Facilitate Access to 
Currently Unassigned Auction Inventory Spectrum for Wireless Radio Services in Light of the Ongoing 
Lapse of Auction Authority , WT Docket No. 24 -72, DA 24 -215 (March 7, 2024)  (hereinafter “Public 
Notice ”).",0,4.8.24 EchoStar Inventory Spectrum Comments.pdf,ECHOSTAR  CORPORATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"2 
 II. Inventory Spectrum Should Be Deployed In Service Of Competition  
Inventory Spectrum, especially low and mid band spectrum,  should be made available 
only where it would help competition.   As the Commission  has long recognized, spectrum is “an 
essential input in the provision of mobile wireless services, and ensuring that sufficient spectrum 
is available for incumbent licensees as well as potential entrants is critical to promoting robust 
competition and inn ovation in the marketplace .”2  Chairwoman Rosenworcel reaffirmed the 
Commission’s commitment to these policies with its September 2023 Public Notice  seeking 
comment on, among other things, modernizing  spectrum aggregation policies to foster 5G 
competition.3   
Non-incumbent carriers ( more specifically, every carrier other than AT&T , T-Mobile , 
and Verizon) should have a “right of first refusal”  to all Inventory Spectrum.  The Commission 
                                                   
2 Report and Order, In the Matter of Policies Regarding Mobile Spectrum Holdings and Expanding the 
Economic and Innovation Opportunities  of Spectrum Through Incentive Auctions , WT Docket No. 12 -
269, Docket No. 12 -268 at 6193, para. 144  (June 2, 2014)  (citing  Applications of AT&T Mobility 
Spectrum LLC, New Cingular Wireless PCS, LLC, Comcast Corporation, Horizon Wi -Com, LLC, 
Nextwave Wireless, Inc., and San Diego Gas & Electric Company for Consent to Assign and Transfer 
Licenses, Mem. Opin. and Order , 27 FCC Rcd 16459  at 16467 para. 20 (2012) ; Applications of Cellco 
Partnership d/b/a Verizon Wireless and SpectrumCo LLC and Cox TMI, LLC for Consent to Assign AWS -1 Licenses, Mem. Op. and Order , 27 FCC Rcd 10698 at 10716 para. 47 (2012); Application of 
AT& T Inc. and Qualcomm Incorporated, Order , 26 FCC Rcd 17589 at  17601 -02 para. 30 (2011); 
Applications of Cellco Partnership d/b/a Verizon Wireless and Atlantis Holdings LLC For Consent to 
Transfer Control of Licenses, Authorizations, and Spectrum Manager and De Facto Transfer Leasing 
Arrangements and Petition for Declaratory Ruling that the Transaction is Consistent with Section 
310(b)(4) of the Communications Act, WT Dkt. No. 08 -95, Mem. Opin. and Order and Declaratory 
Ruling , 23 FCC Rcd 17444 at 17481 -82 para. 75 (2008); Applications of AT&T Wireless Inc. and 
Cingular Wireless Corporation For Consent To Transfer of Control of Licenses and Authorizations,  Mem. 
Opin. and Order , 19 FCC Rcd 21522 at 21569 para. 109 (2004); see also Implementation of S ection 
6002(B) of the Omnibus Budget Reconciliation Act of 1993, Annual Report and Analysis of Competitive 
Market Conditions with Respect to Mobile Wireless Including Commercial Mobile Services, WT Dkt. 
No. 10 -133, Fifteenth Report, 26 FCC Rcd 9664  at 9820 -21 para. 266 (2011))(emphasis added).  
3 See generally  Public Notice, Wireless Telecommunications Bureau and Office of Economics and 
Analytics Seek Comment on AT&T Petition for Rulemaking and Mobile Spectrum Holdings Policies , WT 
Docket No. 23 -319; RM -11966, DA 23 -891 (Sept. 22, 2023) (the “Mobile Spectrum Holdings Public 
Notice”).",1,4.8.24 EchoStar Inventory Spectrum Comments.pdf,ECHOSTAR  CORPORATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"3 
 should make this spectrum available to non- incumbent carriers through its Special Temporary 
Authority ( “STA ”) mechanism for no fee .4  Precedent exists for doing so, as a ll three incumbent 
carriers received free access to inventory spectrum at various points in the past four years .5  The 
time has come to give other, l ess-resourced carriers a fair c hance to get the same benefit.  
Specifically, Inventory S pectrum should be offered on a market -wide basis  for a time -
period of at least 36 months.  For example, 600 MHz Inventory Spectrum should be made 
available to a carrier  under STA for an entire Partial Economic Area  (“PEA”) .  This will give 
non-incumbent  carriers a predictable timeline to make use of the spectrum to benefit their 
customers.  Only in the event that no non- incumbent  carrier wants to or could use specific 
Inventory Spectrum should the dominant incumbents be able to apply to use it.  And given their 
years of free use from 2020 to the present of some of that same Inventory Spectrum , the 
dominant carriers should only be able to a ccess the spectrum under a six-month lease from the 
government, with a fee payment to the U.S. Treasury.6  
                                                   
4 Public Notice at ¶ 11 (proposing the STA mechanism as an option for utilizing Inventory Spectrum) .  
5 See, e.g. Cellco Partnership , Special Temporary Authority, C all Sign WRFS458 , File No. 0009517680; 
New Cing ular Wireless PCS, LLC, Special Temporary Authority, C all Sign WRFS463, File No. 
0010435147; T -Mobile  License LLC  Special Temporary Authority, C all Sign WRFP839,  File No. 
0010419918; T -Mobile License LLC  Special Temporary Authority, C all Sign WRFS832 , File No. 
0010419900.  
6 See Public Notice at ¶ 10.",2,4.8.24 EchoStar Inventory Spectrum Comments.pdf,ECHOSTAR  CORPORATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"4 
 III. The Mobile Spectrum Holdings Policies Should Apply for All Inventory Spectrum 
Transactions  
Because limits on spectrum accumulation are necessary to promote competition , any 
Invent ory Spectrum transaction  (whether an STA or a lease)  should be subject to the 
Commission’s Mobile Spectrum Holdings policies.7  As DISH has recommended :8  
• The Commission should establish a national screen of 25%.   
• The Commission should confirm the below -1 GHz spectrum screen in light of that 
spectrum’s unique coverage and penetration characteristics, set it at 25% as well, and likewise rule that exceedance of that screen creates a rebuttable presumption of denial.   
• The Commission should create a rebuttable presumption of denial for the overall local market screen and set it at 25% as well.   
• The Commission should tackle the problem of strategic acquisitions of spectrum that 
disrupt contiguity; when ordering divestitures to return a buyer’s portfolio to below the 
screen, it should also seek to require such divestitures as to eliminate strategic walls, such 
as the one built by T -Mobile in the middle of the 600 MHz band.   
• The Commission should view contiguity -blocking as an aggravating factor that makes 
spectrum concentration more harmful and that makes it harder to rebut the presumption.   
• The Commission should be particularly mindful of the “roll -up” strategy of incremental 
acquisitions that snowball into market domination.   
• The Commission should limit 600 MHz spectrum ownership to three 10 MHz channel 
blocks in each PEA . 
IV. 12 GHz Two- Way Fixed 5G Broadband Requires No Statutory Auction Authority  
The Commission should also authorize two -way higher power fixed 5G services in the 
12 GHz band.  As the 12 GHz Coalition has been advocating for years, the Commission can 
unleash 500 MHz of 5G -ready spectrum immediately, and has never needed auction authority 
                                                   
7 See Public Notice  at ¶ 13.  
8 See Comments of DISH Network Corporation, In the Matter of AT&T Petition for Rulemaking and 
Mobile Spectrum Holding Policies , WT Docket No. 23 -319, RM -11966 (Oct. 23, 2023); Reply 
Comments of DISH Network Corporation, In the Matter of AT&T Petition for Rulemaking and Mobile 
Spectrum Holding Policies , WT Docket No. 23 -319, RM -11966 (Nov. 8, 2023).",3,4.8.24 EchoStar Inventory Spectrum Comments.pdf,ECHOSTAR  CORPORATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"5 
 to do so.   Substantial evidence in the record shows that fixed 5G services can provide 
broadband to tens of millions of Americans, while fully protecting existing non -geostationary 
orbit Fixed -Satellite Service and Direct Broadcast Satellite customers.  Time is of the essence.  
There is still time to incorporate fixed 5G as part of states’ upcoming Broadband, Equity, 
Access and Deployment deployments.  Given the loss of auction authority and the 
Commission’s clear desire to find creative solutions, empowering carriers to utilize the 12 GHz 
band is an obvious action to take immediately.   
V. Conclusion  
For the foregoing reason s, the Commission should put its Inventory Spectrum and 12 
GHz resources to work for the public interest.  
  
Respectfully submitted,  
 
  
April 8, 2024  
 /s/ Alison Minea  
Alison Minea  
Vice President, Regulatory Affairs  
Grant Gendron  
Corporate Counsel  
 
ECHOSTAR  CORPORATION  
1110 Vermont Avenue, NW Suite 450 
Washington, DC 20005",4,4.8.24 EchoStar Inventory Spectrum Comments.pdf,ECHOSTAR  CORPORATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"Before t he 
Federal Communications Commission  
Washington, D.C.  20554 
  
In the Matter of  
 
Wireless T elecommunications B ureau  
Seeks Comment on Options for 
Facilitating Access to Unassigned Auction Inventory Spectrum  ) 
) 
) 
) 
) 
)  
 
WT Docket No. 24- 72 
To:  Chief, Wireless Telecommunications Bureau  
COMMENTS OF  
WISPA – THE ASSOCIATION FOR BROADBAND WITHOUT BOUNDARIES  
WISPA  – The Association for  Broadband Without Boundaries  (“WISPA”) submits its 
initial Comments in r esponse to the Wireless Telecommunications Bureau ’s (“Bureau”) Public 
Notice requesting comment on how the Commission can facilitate access  to its inventory of 
currently unassigned auction spectrum in light of the ongoing lapse of the Commission’s auction 
authority.1   
WISPA  represents the interests of the evolving internet service provider ecosystem:  
innovative entrepreneurs that provide fixed wireless, fiber and other connectivity solutions to 
consumers, businesses, first responders and community anchor institutions.  WISP A’s members 
bring critical internet access to millions of Americans in unserved and underserved rural, suburban, urban and Tribal areas of the country, offering reliable, cost -effective and innovative 
service options where they did not previously exis t.  WISPA has a strong interest in advocating 
for efficient access to additional spectrum  to help bridge the digital divide in areas where 
spectrum offers the most cost -effective and efficient means to meet consumer demand .  Because 
 
1 Wireless Telecommunications Bureau Seeks Comment on Ways to Facilitate Access to Currently 
Unassigned Auction Inventory Spectrum for Wireless Radio Services in Light of the Ongoing Lapse of 
Auction Authority , Public Notice, WT Docket No. 24- 72, DA 24- 215 (rel. March 7, 2024) (“ Public 
Notice ”).",0,WISPA_Comments_on_Auction_Inventory_Public_Notice_(WT_24-72).pdf,WISPA – THE ASSOCIATION FOR BROADBAND WITHOUT BOUNDARIES,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"2 
 WISPA’s members make intensive use of licensed , unlicensed , and shared spectrum, WISPA is 
uniquely situated to both understand the necessity to protect incumbent licensees from harmful 
interference and to recognize opportunities to enable shared use of spectrum resources.  
Introduction 
The Commission’s auction authority served as its primary mechanism for resolving 
mutually exclusive applications for spectrum licenses for nearly thirty years.  However, this auction authority lapsed over a year ago and Congress has not yet restored  it.  T he Bureau 
therefore requests comment on alternative ways in which the Commission could, in the absence 
of auction authority, use its existing statutory authority to provide access to its inventory of 
unassigned spectrum in bands previously licensed through the auction process (“Inventory Spectrum”) to fulfill its responsibility to make spectrum resources available for use in the public interest.
2   
When the Commission did have auction authority, however, there was generally no 
means for the public to access any of this Inventory Spectrum outside of the auction process, and thus much of this spectrum has continued to lay fallow for years or even decades.  WISPA therefore urges the Bureau to consider the approaches described in the Public Notice  not simply 
as “stop -gap” measures, but rather as long- term alternatives for enabling access to spectrum that 
would otherwise likely continue to lie fallow even after the Commission’s auction authority is restored.  It is in this spirit that WISPA provides its recommendations regarding two Inventory Spectrum bands identified in the Public Notice  as capable of supporting broadband services :  (1) 
 
2 Public Notice  at ¶ 3.  See also  47 U.S.C. §§ 151, 301, 303(g), 309(a), 1507.",1,WISPA_Comments_on_Auction_Inventory_Public_Notice_(WT_24-72).pdf,WISPA – THE ASSOCIATION FOR BROADBAND WITHOUT BOUNDARIES,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"3 
 the 12.2- 12.7 GHz band licensed for Multi- Channel Video and Data Distribution Service 
(“MVDDS”) , and (2) the 2.5 GHz band licensed for BRS/EBS services.3   
Discussion  
I. THE BUREAU SHOULD CONSIDER A DYNAMIC SPECTRUM SHARING 
APPROACH TO FACILITATE ACCESS TO INVENTORY SPECTRUM  IN THE 
12.2- 12.7 GHZ BAND  
The most appropriate mechanism  for making Inventory Spectrum in the 12.2- 12.7 GHz 
band (“12.2 GHz band”) available for public use –  both in the absence of auction authority and 
after auction authority is restored – is the  dynamic spectrum sharing approach WISPA proposed4 
in response to the Commission’s recent FNPRM  on “the potential to expand terrestrial fixed use 
or to permit unlicensed use in” the 12.2 GHz band.5  Specifically, WISPA urg ed the Commission 
to enable access to the 12.2 GHz band for fixed terrestrial use on a secondary, shared use basis 
through nationwide, non- exclusive licenses with individual links and operations coordinated 
through an Automated Frequency Coordination (“AFC”) system informed by incumbents to ensure that MVD DS licensees and Direct Broadcast Satellite (“DBS”) operators are protected 
from harmful interference.
6   
 
3 Public Notice  at ¶ 7.  
4 See Comments of WISPA, WT Docket No. 20- 443 (filed Aug. 2, 2023) (“WISPA 12 GHz Comments”).  
5 Public Notice  at ¶ 8 .  See Expanding Flexible Use of the 12.2- 12.7 GHz Band, Expanding Use of the 
12.7- 13.25 GHz Band for Mobile Broadband or Other Expanded Use , Report and Order and Further 
Notice of Proposed Rulemaking and Notice of Proposed Rulemaking and Order, WT Docket 20- 443, GN 
Docket No. 22- 352, FCC 23- 36 (rel. May 19, 2023) (“ 12.2 GHz FNPRM ”) at ¶ 2 .   
6 WISPA 12 GHz C omments  at 4-10. WISPA has also advocated for the adoption of a substantially 
similar model for the 12.7- 13.25 GHz band and the 42-42.5 GHz band, which are not part of the 
Inventory Spectrum that the Bureau is evaluating through the Public Notice.  See  WISPA 12 GHz 
Comments at 14- 20; Reply Comments of WISPA, WT Docket No. 23- 158 and GN Docket No. 14- 177 
(filed Sept. 29, 2023), at 2- 4.  Use of the term “AFC” here does not mean that it would follow the specific 
rules of the 6 GHz AFC, but would be tailored to the needs of the specific band.",2,WISPA_Comments_on_Auction_Inventory_Public_Notice_(WT_24-72).pdf,WISPA – THE ASSOCIATION FOR BROADBAND WITHOUT BOUNDARIES,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"4 
 As described in detail in WISPA’s filings in the 12.2 GHz docket, t he dynamic spectrum 
sharing approach that WISPA has proposed is the most effective way to expand terrestrial use of 
this spectrum throughout the country while protecting licensed operations  from harmful 
interference.7  This approach can be easily implemented for Inventory Spectrum as well, with 
use authorized on a secondary basis when and where incumbent licensees are not operating.  The AFC would simply treat the areas where Inventory Spectrum is available in the same way it 
would authorize opportunistic use under the AFC.  This model will provide greater access and 
more efficient , effective and expeditious use of the 12.2 GHz band than a model based on mutual 
exclusivity because it will enable many potential users to invest in the spectrum  without the need 
for auctioning unsold, returned or cancelled MVDDS license s, thus stimulating more immediate 
investment and innovation, including by small companies and entrepreneurs generally, consistent 
with the goals of Section 257 of Communications Act (as recodified in RAY BAUM’s Act).
8   
The dynamic sharing approach that WISPA has proposed for the 12.2 GHz band would 
not only protect incumbent operations but also would not require any changes to the existing primary service allocations or to the regulatory framework for existing licensed operations in 
these bands .
9  Existing licensees would maintain priority over shared use operations and would 
be able to continue to expand their provision of services within their licensed areas consistent with the rules currently applicable to their operations.  T his spectrum sharing framework can also 
 
7 Public Notice  at ¶¶ 8 and 13; WISPA 12 GHz C omments at 3 -4; Reply C omments  of WISPA, WT 
Docket No. 20- 443 (filed Sept. 8, 2023)  (“WISPA 12 GHz Reply Comments”) , at 4 -9. 
8 See Consolidated Appropriations Act, 2018, Pub. L. No. 115- 141, div. P, title IV, §§ 401, 402(f), 132 
Stat. 1087- 89 (2018) (codified at 47 U.S.C. § 163)) ; Public Notice at ¶ 13 (requesting comment on how 
the Commission can “better incentivize network investment and robust use of the Inventory Spectrum in 
the public interest.”).  
9 See Public Notice  at ¶ 8.",3,WISPA_Comments_on_Auction_Inventory_Public_Notice_(WT_24-72).pdf,WISPA – THE ASSOCIATION FOR BROADBAND WITHOUT BOUNDARIES,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"5 
 facilitate access to this Inventory Spectrum in a shorter time frame than would be required under 
the much more complex processes necessary to fairly accommodate exclusive -use licensing in 
the absence of an auction mechanism , and would furthermore continue to enable more robust and 
effective use of this spectrum after auction authority is restored.  
Consistent with the rules and processes for the 6 GHz band, albeit with technical 
adjustments to account for the differences in frequency and incumbent use, the AFC system requirements for the 12.2 GHz band should also include Inventory Spectrum and be developed by industry stakeholders with approval  by the Commission following an appropriate testing 
period.
10  Accordingly, t here should be no concerns that the AFC system is unproven, unreliable, 
or unsecure, or that it will lack the functionality required to meet the twin goals of making fallow spectrum available for secondary fixed terrestrial operations and protecting incumbent s from 
harmful interference.  
II. THE BUREAU SHOULD CONSIDER AN “APPLICATION WINDOW” 
APPROACH TO FACILITATE ACCESS TO INVENTORY SPECTRUM IN THE 2.5 GHZ BAND  
In contrast to the 12.2 GHz band, the licensing and operating environment of the 2.5 GHz 
BRS/EBS band presents unique  challenges to a shared use approach such as dynamic spectrum 
sharing or non- exclusive site -based licensing, including the wide variety of license area sizes and 
variability of channel blocks within these areas resulting from the overlay of auctioned 2.5 GHz 
licenses on pre -auction BRS/EBS licenses, as well as the use of the 2.5 GHz band for both fixed 
and mobile operations.  In light of thes e challenges, the Bureau should consider other options for 
providing access to the Inventory Spectrum in this band.
11   
 
10 Public Notice  at ¶ 8.  These AFC system requirements are described in more detail in the WISPA  12 
GHz Comments and the WISPA 12 GHz Reply Comments.  
11 See Public Notice  at ¶ 12 (requesting comment on other assignment options).",4,WISPA_Comments_on_Auction_Inventory_Public_Notice_(WT_24-72).pdf,WISPA – THE ASSOCIATION FOR BROADBAND WITHOUT BOUNDARIES,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"6 
 Specifically, the most appropriate option for making Inventory Spectrum in the 2.5 GHz 
band available to the public would be for the Commission to establish application windows 
during which potential users of this spectrum would be invited to submit applications to obtain exclusive licenses for unassigned 2.5 GHz spectrum.  If the Commission receives only one application for the unassigned spectrum in a given area, the applicant would then be assigned a permanent license for that spectrum.
12  In cases where two or more mutually exclusive 
applications are submitted for the unassigned spectrum in a given area, the Commission can use 
its statutory authority under 47 U.S.C. § 309(j)(6)(E) to require the applicants to resolve the 
mutual exclusivity through a negotiated settlement that would serve as the basis for the issuance of permanent licenses.
13  In either case, the permanent licenses granted under this approach 
would be subject to the buildout requirements of Section 27.14(u) of the Commission’s Rules14 
as well as all other technical and operating rules applicable to EBS licenses for licenses initially 
issued after October 25, 2019, including those related to the protection of incumbent licensees in 
the band.  
III. THE COMMISSION SHOULD CONTINUE TO PROVIDE ACCESS TO 
INVENTORY SPECTRUM THROUGH SPECIAL TEMPORARY AUTHORITY 
Regardless of which approaches or frameworks may be considered or adopted for 
particular bands, the Commission should continue to provide the public with access to Inventory 
Spectrum through the grant of Special Temporary Authority (“STA”).15  As noted in the Public 
 
12 WISPA recommends county -based licenses using the same channel blocks that were auctioned in 
Auction 108.  
13 47 U.S.C. § 309(j)(6)(E) (preserving the Commission’s authority “to continue to use engineering 
solutions, negotiation, threshold qualifications, service regulations, and other means in order to avoid 
mutual exclusivity in application and licensing procee dings.”).   
14 47 C.F.R. § 27.14(u).  
15 Public Notice  at ¶ 11.",5,WISPA_Comments_on_Auction_Inventory_Public_Notice_(WT_24-72).pdf,WISPA – THE ASSOCIATION FOR BROADBAND WITHOUT BOUNDARIES,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"7 
 Notice , the grant of STA allows the use of spectrum under limited circumstances and for limited 
purposes on a secondary, non-interfering basis.16  The Communications Act limits the term of a 
grant of STA to a maximum of 180 days, which can be extended for additional periods not to 
exceed 180 days.17  Despite these limitations, the use of STA to provide access to Inventory 
Spectrum has been effective in certain specific circumstances , such as the 5.9 GHz band to 
expand bandwidth capacity, and thus remains a viable option.  Nevertheless, these same limitations mean that STA cannot and should not be looked to or relied upon as the only, or even one of the primary, means for providing access to Inventory Spectrum.  
Conclusion 
 For all of the foregoing reasons, WISPA urges the Bureau to consider alternative means 
to facilitate access to Inventory Spectrum consistent with the recommendations expressed above.  
Respectfully submitted,  
 
WISPA – 
THE ASSOCIATION FOR  
BROADBAND WITHOUT BOUNDARIES  
 
      By: /s/ Louis Peraertz 
Louis Peraertz, Vice President of Policy 200 Massachusetts Avenue, N.W. , Suite 700 
Washington, DC 20001   
     
April 8, 2024 
 
16 Id.; see also  47 C.F.R. § 1.931. 
17 47 U.S.C. § 309(f).",6,WISPA_Comments_on_Auction_Inventory_Public_Notice_(WT_24-72).pdf,WISPA – THE ASSOCIATION FOR BROADBAND WITHOUT BOUNDARIES,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"Dynamic Spectrum Alliance Limited   
3855 SW 153rd Drive  
Beaverton, OR 97003  
United States  
http://www.dynamicspectrumalliance.org  
 
 
    
 
1 
 
 
Before the  
FEDERAL COMMUNICATIONS COMMISSION  
Washington, D.C. 20554  
 
 
 
 
In the Matter of  
 ) 
)  
Wireless Telecommunications Bureau  Seeks 
Comment on Ways to Facilitate  Access to 
Currently Unassigned Auction Inventory 
Spectrum  in Light of  the Ongoing Lapse of 
Auction Authority  ) 
) 
) 
) WT Docket No. 2 4-72 
 
 
 
 
 
 
COMMENTS OF THE DYNAMIC SPECTRUM ALLIANCE  
 
 
The Dynamic Spectrum Alliance (“DSA”)1 hereby submits these comments in response 
to the Federal Communications Commission ’s (“FCC”  or “the Commission” ) Wireless 
Telecommunications Bureau (“WTB”) Public Notice  (“PN”) in the above captioned proceeding 
in which it seeks comments on how  to “make spectrum resources available for use in the public 
interest, in light of the ongoing  lapse of the Commission’s auction authority .”2    
 
1 The Dynamic Spectrum Alliance is a global, cross -industry alliance focused on increasing dynamic access to 
unused radio frequencies. The membership spans multinational companies, small - and medium -sized enterprises, 
academic, research, and other organizat ions from around the world, all working to create innovative solutions that 
will increase the utilization of available spectrum to the benefit of consumers and businesses alike. A full list of 
the DSA members is available on the DSA’s website at www.dynamicspectrumalliance.org/members/ . 
2 Wireless Telecommunications Bureau  Seeks Comment on Ways to Facilitate Access to Currently Unassigned 
Auction Inventory Spectrum for Wireless Radio Services in Light of the Ongoing Lapse of Auction Authority , Public 
Notice , at ¶1 ( rel. Mar 7, 2024 ) (“PN”).",0,DSA Comments to FCC PN on Inventory Spectrum.pdf,THE DYNAMIC SPECTRUM ALLIANCE,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
